String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
J2τ#,0,161332,1,751
i3ye,0,511697,1,2017
N9Δω,0,54137,1,154
τflA,0,46379,1,124
ηUkx,0,182756,1,688
3ΣF$,0,165294,1,958
8qNλ,0,348108,1,1894
b4rΣ,0,473170,1,2845
π#σQ,0,549295,1,3215
KλON,0,13731,1,55
ΛFmJ,0,29088,1,136
DγvK,0,187188,1,1093
ΩκbU,0,170987,1,997
αΔ72,0,36596,1,184
KGυ!,0,412539,1,2482
807O,0,730339,1,4298
@7ζε,0,182545,1,1018
67γΓ,0,84177,1,403
hts8,0,96846,1,505
0LΣκ,0,1406982,1,3281
θαne,0,232780,1,1345
φtpO,0,77659,1,445
@rdη,0,113303,1,481
vPQ%,0,31367,1,160
MξCλ,0,66467,1,352
ΘjWξ,0,194065,1,985
4σβΣ,0,617147,1,2527
biχβ,0,238462,1,1267
ΔDZΞ,0,67454,1,334
δhα@,0,481469,1,1912
BVnb,0,103110,1,265
Φ9xξ,0,61686,1,214
yePY,0,116274,1,586
f4$H,0,301951,1,1702
sΨ4b,0,149065,1,865
9dΔQ,0,196286,1,790
NκωΨ,0,336632,1,1888
bΨζ2,0,184323,1,1147
paAk,0,111057,1,655
jΣFκ,0,35080,1,172
VsbZ,0,64591,1,340
ψUω@,0,630025,1,4028
jPfΛ,0,62764,1,310
εjI2,0,107198,1,559
oβ93,0,89690,1,457
1ιE!,0,229677,1,1447
IζH2,0,357076,1,1996
λγπH,0,787180,1,4619
ξo$W,0,249588,1,1570
χgΦY,0,351015,1,2062
RΨTF,0,632195,1,3299
βΔ8γ,0,337712,1,1231
x#vπ,0,34735,1,100
BKFι,0,989332,1,4109
mυΩΦ,0,402409,1,1543
μγnΞ,0,235248,1,1003
λp8η,0,677673,1,2173
pαhΓ,0,228349,1,754
βVBψ,0,253168,1,1033
IgDε,0,48195,1,133
IβΛ1,0,208697,1,733
μΨzY,0,332128,1,1231
O0Θβ,0,85539,1,307
Kuγy,0,200836,1,661
γG1χ,0,165173,1,961
Ψ$%π,0,397101,1,2401
fsΣΘ,0,43710,1,199
fΨVΩ,0,22538,1,127
Vu0w,0,9409,1,37
Ωpω2,0,14266,1,70
bHS6,0,283583,1,1699
u$γc,0,61422,1,337
DΣγx,0,26483,1,154
I$gC,0,121562,1,574
ζKCX,0,130610,1,691
HβΩd,0,23459,1,79
TQκθ,0,206123,1,1225
πA@G,0,37423,1,190
qζ6τ,0,76465,1,388
2PIΛ,0,805019,1,4742
γφj2,0,226651,1,1346
τωPε,0,288362,1,1516
qS$Ψ,0,55147,1,304
iS1L,0,253801,1,1573
ΣZ$p,0,234875,1,1423
qB86,0,9533,1,37
wθ0D,0,337224,1,1834
0Φν4,0,546164,1,3113
φeω0,0,284201,1,1717
βCDW,0,193365,1,754
WκgQ,0,975553,1,4187
NnθS,0,139495,1,217
πσDΔ,0,786267,1,3314
v9n6,0,79510,1,184
#μξ6,0,244863,1,877
aF$R,0,737445,1,3101
TΛEυ,0,48454,1,193
Qm6θ,0,261526,1,1597
BGOΛ,0,255441,1,1393
KΘie,0,31398,1,148
Pσp3,0,125196,1,709
ΣvΠυ,0,326822,1,1750
ΛΓκM,0,55150,1,244
εa6Ω,0,161214,1,832
Ψλyν,0,789415,1,2938
σ1ι5,0,288570,1,1090
bυBV,0,7583,1,10
QενΨ,0,5412,1,7
ZνTY,0,541479,1,1990
Dβu$,0,98714,1,352
aφεx,0,847014,1,3194
z!xC,0,59566,1,325
DλIv,0,100693,1,595
uMtR,0,153137,1,943
κg%7,0,243991,1,1375
Mdj@,0,60139,1,319
1$MH,0,33218,1,160
κν5s,0,313076,1,1888
KNFS,0,70640,1,346
JnBT,0,108786,1,571
σyOi,0,129991,1,757
Hs!Π,0,150909,1,892
xTχM,0,17277,1,67
PeδR,0,472399,1,2524
!UDΔ,0,1010026,1,3434
8λα@,0,20223,1,70
κsIι,0,27786,1,118
sBPS,0,58192,1,160
κzεn,0,50811,1,196
Δypw,0,270509,1,880
8@qC,0,152156,1,430
sΠxΔ,0,56638,1,139
TuυA,0,179441,1,613
@fGW,0,357918,1,1039
ληgω,0,178131,1,493
Gpωδ,0,131176,1,469
θ!ΔZ,0,291620,1,1096
εmπC,0,510401,1,2005
qkμi,0,9273,1,4
$pqE,0,203441,1,1066
c0Ko,0,645943,1,3740
0Ωαo,0,68079,1,370
$Ryψ,0,254257,1,1309
ΓmΛu,0,80973,1,442
Bμot,0,86461,1,475
ηβnA,0,172389,1,949
αvlA,0,543785,1,2752
hΘΦβ,0,90036,1,343
eEo#,0,90000,1,340
μQ2%,0,45770,1,172
Qα4Φ,0,342688,1,1135
χaΛγ,0,562296,1,1834
f7tδ,0,144803,1,562
ΣCλω,0,45168,1,103
sωσM,0,65017,1,379
δQIβ,0,210099,1,1015
#Γ%A,0,137577,1,778
ΣAuη,0,117101,1,667
ΛαΣΩ,0,295739,1,1651
ξxΘk,0,82705,1,418
HLjA,0,119619,1,658
ihΩε,0,369798,1,1477
tiYΦ,0,150810,1,559
Gy7s,0,67632,1,163
mvMΔ,0,251238,1,997
VWz4,0,417743,1,1339
@δα$,0,416235,1,1369
GpxΣ,0,228977,1,814
rT0τ,0,172291,1,622
FgBx,0,91563,1,373
#B1a,0,1160467,1,5180
tgΣB,0,253743,1,1357
dθλg,0,700724,1,2851
x%Ψζ,0,213364,1,1159
λLq4,0,298136,1,1216
ιΔ2β,0,147828,1,823
ζtηI,0,190337,1,1090
σΞζγ,0,36439,1,205
mAPd,0,172951,1,943
D1Iλ,0,1820820,1,2812
5MΩB,0,535476,1,2077
dE8u,0,213812,1,802
Mμuω,0,581973,1,2209
σgΦv,0,176125,1,664
FZSω,0,236284,1,904
Σlrj,0,307904,1,898
fφ$K,0,159779,1,601
d#ωξ,0,31927,1,85
ζBξΞ,0,67733,1,397
%3Tε,0,112812,1,673
ΘIΓχ,0,147428,1,754
hgjk,0,105202,1,607
σO1S,0,162567,1,850
lτΩf,0,322879,1,1816
uχΓw,0,11653,1,49
Σ#9B,0,114779,1,709
xFφX,0,35824,1,193
OWe#,0,71654,1,385
Qεζq,0,139381,1,730
cx3i,0,833407,1,4703
9PD0,0,127064,1,646
$yΓM,0,51835,1,262
THNQ,0,78941,1,436
ItΨ@,0,424011,1,2377
QMrJ,0,693100,1,3161
Σom1,0,170015,1,814
Xξz8,0,92056,1,535
n4Hφ,0,183462,1,784
ΓpN!,0,355606,1,1213
φ7τW,0,1219303,1,4871
e2k1,0,318364,1,1270
Ξτ#Ψ,0,212181,1,532
rAsk,0,134400,1,475
m4γF,0,477255,1,1804
ζΦCd,0,214876,1,823
ξLσh,0,127627,1,466
Bo7Q,0,547104,1,2272
cυΓπ,0,30223,1,61
R86γ,0,388167,1,1201
Ψwdo,0,251618,1,1282
HSζF,0,38227,1,196
PΞLK,0,221367,1,1321
ΠFA5,0,95580,1,511
VnL1,0,95358,1,595
ιΓζW,0,270092,1,1531
XRΨν,0,30359,1,124
#kNΞ,0,9989,1,28
ΘζΦI,0,234120,1,1330
4HU8,0,212608,1,1189
57vΛ,0,134025,1,700
fjσξ,0,12169,1,28
5Gwo,0,113267,1,661
nCαΘ,0,251718,1,1300
S#κR,0,388805,1,2053
Φ7Θz,0,29395,1,169
Aκ3W,0,528835,1,3245
oφYΘ,0,91421,1,496
ΛΣ4ν,0,363037,1,2146
LκGZ,0,57329,1,358
nOpγ,0,689635,1,2431
ΓtSJ,0,239882,1,691
5ΨyO,0,352823,1,1234
DiQd,0,756002,1,2992
li%e,0,204030,1,1046
PYAu,0,264514,1,1579
ZPχg,0,7854,1,19
SΓvβ,0,356777,1,1999
Φ8bχ,0,1073822,1,6450
0εeΠ,0,144128,1,853
@ΛνW,0,349443,1,2107
75aC,0,6342,1,7
ηM6J,0,35449,1,166
#δψP,0,209281,1,1003
aijD,0,370306,1,2002
szcT,0,32810,1,160
p@DΣ,0,297095,1,1771
xyΔa,0,6311,1,13
LUnχ,0,11299,1,49
G@hn,0,111182,1,613
MΘ1y,0,169393,1,973
ΨUVv,0,119298,1,751
BεS8,0,125606,1,664
tζ#P,0,301119,1,1840
%ΛΓy,0,5430,1,4
USTζ,0,5143,1,4
XOSI,0,209417,1,1285
Lσφx,0,302887,1,1198
wΩaR,0,169198,1,784
YZ1ε,0,67559,1,265
ΦφYγ,0,836309,1,4412
zζαt,0,795916,1,4079
m2nf,0,19629,1,97
ΠAΩl,0,130800,1,601
okbN,0,39277,1,211
KhγΞ,0,118181,1,619
i4Jg,0,119480,1,568
ΔυVq,0,996061,1,4904
JsZΓ,0,933662,1,5234
Tλ8i,0,558400,1,3020
D5k1,0,96327,1,568
LQγs,0,308414,1,1885
!$η9,0,338642,1,1930
Λhcτ,0,121284,1,583
eF3p,0,9070,1,25
7nf%,0,240525,1,1336
b0IJ,0,7032,1,19
@Ξ5L,0,356813,1,2269
HPιt,0,161540,1,811
γOWV,0,55111,1,193
6wsn,0,415844,1,2575
BΓ8h,0,231585,1,1288
GΛxe,0,344553,1,2071
fΠeσ,0,41211,1,160
aQjU,0,297476,1,1690
μ9ψ8,0,106317,1,511
vclΛ,0,164421,1,817
s50H,0,325152,1,1234
zvυΩ,0,331718,1,1207
QVAξ,0,233569,1,985
θU4Φ,0,221674,1,1015
νUGn,0,268407,1,1345
τ0WY,0,360816,1,1753
!%ΘU,0,400974,1,1765
It4ζ,0,558207,1,2599
oPQμ,0,76822,1,367
αΨσΠ,0,44005,1,199
χyVc,0,187922,1,946
zβLp,0,319513,1,1864
eBμγ,0,177132,1,904
χθXf,0,51780,1,247
δx#A,0,94584,1,526
θτmΨ,0,225984,1,1381
ΨP8σ,0,7312,1,7
Ξ7υξ,0,2113192,1,6076
sjΞψ,0,108440,1,730
υRzΨ,0,37463,1,169
vW$5,0,71742,1,448
qaγα,0,6653,1,10
ΩM#Y,0,227534,1,1282
pΦk1,0,167563,1,898
Φσ72,0,283018,1,688
Eβδλ,0,170580,1,391
ΛqVo,0,35096,1,70
xLHk,0,566854,1,886
ξγPc,0,392686,1,1843
2ot$,0,747912,1,2221
z2cL,0,295247,1,571
C8Ub,0,326739,1,454
ιICr,0,142438,1,394
a3EG,0,374413,1,1210
βΛξγ,0,233527,1,703
ZGaK,0,361934,1,1417
Ψ4Uw,0,154976,1,808
5α@n,0,120971,1,664
CgΣx,0,297764,1,1654
6wξθ,0,6234,1,7
5φχY,0,104060,1,475
SkφN,0,79983,1,460
πφCO,0,94281,1,478
zMB7,0,334391,1,1822
iμηΣ,0,43802,1,217
β#ωψ,0,12902,1,52
kΣLπ,0,33744,1,202
ωfR@,0,26739,1,64
hWkf,0,976691,1,3278
4BχZ,0,130837,1,727
iMzQ,0,81967,1,403
TtvΩ,0,351771,1,1909
z3!D,0,636271,1,2632
ΩSrK,0,173418,1,733
uNdC,0,142715,1,700
EqF9,0,346513,1,1195
ΘνΩv,0,120148,1,466
lIβΞ,0,116692,1,349
NηUf,0,418262,1,1585
sκm4,0,31472,1,70
φDνΨ,0,277669,1,919
J$no,0,288660,1,994
ΠKoJ,0,237938,1,985
!76u,0,40735,1,145
HP2β,0,63307,1,259
ωHkΨ,0,189057,1,1075
ιADμ,0,267816,1,1444
kΓFs,0,351596,1,2068
φ3ιΨ,0,101969,1,652
3qκτ,0,68696,1,394
λθaQ,0,155594,1,835
UΦyμ,0,282121,1,1597
oχτσ,0,416063,1,2290
#4FP,0,811321,1,4739
ΣτDX,0,159321,1,862
ν!TU,0,310290,1,1921
G20V,0,25891,1,130
αRνo,0,245315,1,1402
yAφ9,0,110030,1,613
φl5e,0,222552,1,1219
UZ1ω,0,199047,1,1126
β$af,0,289404,1,1732
βUγα,0,45181,1,202
μ4ωA,0,117149,1,277
PGkθ,0,72210,1,133
6oφ1,0,77545,1,121
βG6Λ,0,171493,1,697
4bμF,0,257040,1,1387
6δzU,0,66775,1,124
Aunr,0,34824,1,157
ΨO1t,0,28490,1,163
8f#Σ,0,115957,1,652
rηi1,0,49997,1,209
Δμνσ,0,196430,1,1030
qΓE#,0,310986,1,1636
po1G,0,440025,1,2452
dΣyG,0,72525,1,238
9eU1,0,178353,1,781
Tπna,0,20517,1,97
sσ95,0,332841,1,1543
jPGζ,0,401841,1,1189
yaνn,0,269624,1,871
gΓαY,0,203981,1,1084
xσ#8,0,129068,1,631
θΣoQ,0,358301,1,2080
P30ω,0,61700,1,310
ψ4Ot,0,97500,1,622
O!Γj,0,1135957,1,5732
φPdq,0,177253,1,997
σμtF,0,34483,1,196
wslG,0,168739,1,907
F70O,0,116765,1,670
zqlY,0,434779,1,2167
EtΩJ,0,280614,1,1519
CmφΓ,0,301250,1,952
@Iφv,0,39959,1,124
sM0φ,0,481595,1,1630
ωPΘk,0,280716,1,1114
du2G,0,110358,1,382
WjKg,0,267970,1,973
#sJR,0,367594,1,1525
νqpx,0,113960,1,451
εU8y,0,780650,1,2368
ιohW,0,919157,1,3068
WΔjτ,0,168196,1,619
xμV9,0,193654,1,1054
NPt#,0,255791,1,1411
!Λ%8,0,200473,1,1294
EHkν,0,470435,1,2878
8αTm,0,145260,1,751
yLΣ5,0,75186,1,394
ζW!ξ,0,17095,1,76
KφTh,0,11374,1,34
Nσ6ι,0,6989,1,10
υPmΞ,0,6236,1,7
ΔΠκx,0,162225,1,859
wΔmk,0,357348,1,1759
%ζΩV,0,82823,1,460
AωΘυ,0,152886,1,847
ΠvΞσ,0,603912,1,3539
JlGW,0,117449,1,598
θΓg6,0,191703,1,799
qO9S,0,54322,1,236
othc,0,24597,1,41
θδQF,0,52573,1,139
ηOι!,0,76588,1,169
βsΦv,0,582264,1,2251
Λ@jσ,0,127852,1,529
y9Bo,0,704036,1,2674
qw!x,0,302903,1,1294
αYω8,0,296004,1,1150
tOFπ,0,238537,1,928
8VS3,0,134202,1,361
ψτπL,0,204225,1,823
suυΛ,0,28114,1,88
Skδ!,0,23479,1,103
F4hζ,0,192067,1,586
ηoθβ,0,142560,1,433
sβΦD,0,633020,1,2326
ZmqΠ,0,16048,1,61
N!νδ,0,326161,1,1657
ΩzOσ,0,136773,1,541
ιαTε,0,104550,1,526
mgξδ,0,53887,1,280
EηhZ,0,16445,1,55
HΦcG,0,434349,1,1648
Ξτ3ν,0,89699,1,574
nRβ7,0,11449,1,22
Skμ%,0,190048,1,1060
χ0Ξe,0,70722,1,469
Nω49,0,21623,1,118
υ5%ν,0,158916,1,853
aoMε,0,25251,1,136
πKxΩ,0,315168,1,1663
ηκHU,0,336919,1,1819
πηdκ,0,199346,1,1006
μ3uΠ,0,42627,1,241
Ωπjy,0,24968,1,133
awLZ,0,278632,1,646
πo90,0,219768,1,802
qβBv,0,150960,1,655
Yτδ1,0,226372,1,745
βυνZ,0,55869,1,172
izkA,0,1331936,1,4283
aΣhy,0,332836,1,1210
09Ψγ,0,67111,1,211
ζ0dε,0,129171,1,514
jfνZ,0,168003,1,529
τn4g,0,67266,1,385
3λc0,0,56215,1,310
@πxO,0,384055,1,2098
Δs$I,0,84533,1,397
LPζλ,0,184145,1,1162
Yoνζ,0,137499,1,727
τξIo,0,529742,1,3029
ΛT7S,0,226036,1,1246
zJR!,0,151663,1,916
ΔFυt,0,27124,1,136
γkj1,0,24175,1,112
ω2γ8,0,145372,1,817
yHΩ7,0,186222,1,1033
eaW4,0,299796,1,1723
0SYZ,0,228724,1,670
iEv4,0,628438,1,2302
eΓσw,0,106523,1,439
ΦTLH,0,595425,1,2125
ι51ω,0,129310,1,475
ΠKσφ,0,3272861,1,1978
wRQυ,0,971856,1,2779
KqPφ,0,141033,1,475
LpΞκ,0,95884,1,493
αΩδN,0,267005,1,1432
vγDP,0,302409,1,1699
fζL4,0,230109,1,1276
2ΔD5,0,252851,1,1441
cWta,0,120151,1,586
yarΠ,0,22815,1,82
vMΔ6,0,94715,1,472
Ψεjλ,0,179471,1,877
ξνOg,0,234570,1,1510
ω#Sε,0,123975,1,598
Zr8μ,0,47255,1,265
vCp@,0,202242,1,1270
Λs!U,0,52328,1,355
ZT5F,0,157354,1,904
HUSg,0,203709,1,1243
!MΦΣ,0,93997,1,556
dφLΩ,0,309789,1,1726
yΦδM,0,164938,1,1006
GαΔγ,0,318667,1,115
υM0C,0,23879,1,22
MsT3,0,49570,1,274
εxθΘ,0,344854,1,1990
yGΠb,0,200602,1,1018
5$il,0,94718,1,517
KCZv,0,97777,1,544
υ%V7,0,239498,1,1345
@GΞX,0,128805,1,475
ψλΓΛ,0,49710,1,295
w%IZ,0,166220,1,844
μqΨe,0,237489,1,1147
#k$λ,0,11474,1,13
Λι8ω,0,34988,1,82
PωΞn,0,825117,1,3923
Pψνd,0,257711,1,1168
4xLθ,0,160712,1,964
GπIF,0,84729,1,424
#TYι,0,17350,1,55
υbFζ,0,337499,1,1663
dtC%,0,21129,1,112
qc7x,0,102413,1,592
νTGp,0,229984,1,1468
pHΩG,0,344138,1,2122
ν2lm,0,182698,1,1111
VyjE,0,13348,1,46
s0lF,0,170289,1,1066
σ%oY,0,10019,1,28
JπGP,0,266519,1,1324
ζξ@U,0,204083,1,1150
bκo!,0,47712,1,268
BlJζ,0,75369,1,214
νΘκσ,0,256822,1,1330
Xb7σ,0,284190,1,1348
HmIe,0,172821,1,874
Cι84,0,86182,1,250
Ajtι,0,130564,1,577
qXYQ,0,148068,1,196
!Λ3W,0,657931,1,1513
ΩναK,0,338732,1,1249
ΦoξE,0,705823,1,2656
ισCγ,0,245515,1,940
τξΨD,0,704408,1,2911
x0Wr,0,201851,1,586
wDUυ,0,144120,1,373
Pβcπ,0,61956,1,151
ΛRΘ4,0,186301,1,664
aRiπ,0,286021,1,985
fηQA,0,131982,1,736
αZef,0,341573,1,1267
kΔe1,0,43510,1,142
ivRg,0,34790,1,88
Dνμj,0,154786,1,328
Qq3k,0,36430,1,55
ιΞic,0,86056,1,343
aYZv,0,193357,1,664
ΔyGp,0,373760,1,1324
ΨXNχ,0,58834,1,292
χ%ΞB,0,17257,1,50
!ξ@f,0,310269,1,1579
4χΞC,0,114920,1,559
dh8j,0,133324,1,700
0ξ3φ,0,281828,1,1507
ΞεhP,0,348814,1,1780
xηqΓ,0,81557,1,262
κΛΔβ,0,233180,1,1300
σ8αμ,0,49872,1,259
iυΦc,0,197892,1,1033
yπ4K,0,221532,1,1174
τxhb,0,26339,1,94
lyνω,0,661238,1,3551
f0νE,0,373071,1,2053
04RG,0,343607,1,1345
Q35D,0,90083,1,367
νzQ7,0,202168,1,874
nψωα,0,175903,1,712
AecX,0,80238,1,437
lσΦ$,0,178662,1,1027
dΓζ8,0,33585,1,127
0AdΠ,0,282233,1,1363
TjWC,0,80185,1,439
uγ%!,0,222352,1,1288
ζεξm,0,103987,1,640
zζ1σ,0,69109,1,283
Zυkl,0,668202,1,3212
P5Yq,0,82890,1,337
Fs81,0,261045,1,1309
Σ3a4,0,258009,1,1498
gfcπ,0,10869,1,19
YλτΞ,0,1080513,1,5258
γΘ3H,0,408271,1,1558
λjIu,0,507464,1,2260
ΠQeL,0,105949,1,646
rυjx,0,184704,1,964
πΛαI,0,77994,1,385
mJQM,0,803106,1,4586
σφζΨ,0,329853,1,1933
φ3rn,0,184056,1,1024
mudξ,0,176013,1,820
ΦYΠt,0,1076016,1,2179
VΩ9K,0,25882,1,67
ΩΔf4,0,1084170,1,5672
σΩEJ,0,90118,1,337
τHtc,0,65106,1,178
κε7Δ,0,75807,1,217
3Δj9,0,148989,1,577
@lYt,0,430734,1,1561
λvξW,0,868022,1,3236
392A,0,76706,1,247
jCNG,0,9840,1,7
2γδχ,0,51194,1,151
χ%7e,0,141481,1,562
χCXτ,0,107910,1,577
rUx@,0,13306,1,37
6IK5,0,113149,1,607
L7Oi,0,198776,1,1105
Fg49,0,141822,1,568
rζ2K,0,509296,1,2458
NΔVμ,0,601241,1,2947
x9Σκ,0,273750,1,1549
RYαf,0,17280,1,91
λcJω,0,352178,1,1852
ΩLυγ,0,110447,1,373
γHK6,0,146791,1,745
δψXA,0,234176,1,1327
dmr$,0,547249,1,3062
Bε!I,0,503602,1,2752
OΩWυ,0,215623,1,943
7%IK,0,11297,1,10
OApd,0,24868,1,73
x2v3,0,68963,1,436
ΓφV5,0,187641,1,1060
zMVυ,0,328856,1,1559
sXιy,0,13267,1,46
!ΞrU,0,99089,1,574
φ8XY,0,7133,1,16
ΘE6e,0,159473,1,922
Ψpδx,0,142818,1,727
HxΛ$,0,130597,1,805
ε8Va,0,123604,1,676
0elr,0,30985,1,142
Jξιl,0,148905,1,811
Ψ%ZA,0,233389,1,1276
2hΓy,0,319011,1,1609
KU@J,0,362001,1,2089
pθλg,0,104455,1,583
ΩXTΠ,0,2348602,1,11896
qWγλ,0,16921,1,67
Awzω,0,346773,1,2035
Mνam,0,77347,1,265
gQΩ#,0,278343,1,877
SΘRη,0,269446,1,1450
τV0w,0,305875,1,1558
ωHjp,0,183673,1,862
5q69,0,110091,1,658
34ζi,0,206130,1,1171
Xηuβ,0,76004,1,403
π8IW,0,183519,1,937
7hsΔ,0,143198,1,730
ΩP3I,0,203975,1,1246
cbJ0,0,139882,1,880
α#b!,0,369530,1,1996
μφΛχ,0,108006,1,556
wgSl,0,158188,1,928
gAΩμ,0,9583,1,19
7z%Σ,0,37767,1,82
i7F9,0,47758,1,241
Rqnm,0,413155,1,2143
g2FW,0,64148,1,184
JπCH,0,214742,1,754
G%Wy,0,123699,1,493
CEΣe,0,159724,1,469
mjυO,0,46574,1,166
DδnΩ,0,311935,1,1054
ΨV9X,0,429968,1,1303
uOBX,0,409275,1,1471
uO2τ,0,263437,1,790
KJωN,0,635152,1,2002
Γδir,0,241526,1,772
kyηC,0,660263,1,2284
μΦκY,0,391397,1,1561
ζY$x,0,105730,1,340
$νCψ,0,777617,1,3941
ΨGgy,0,7818,1,19
%4Ip,0,216274,1,631
Wa9E,0,92462,1,457
!Cλu,0,25760,1,31
κVΠ$,0,222033,1,1129
5υnY,0,575146,1,2296
R#yΦ,0,478953,1,2137
8DOL,0,340062,1,1798
dF!z,0,621781,1,3173
HAΓ4,0,126031,1,697
λm#β,0,234948,1,1330
ΔL$r,0,290912,1,1318
hrI0,0,138734,1,724
UgjP,0,434785,1,2518
wc!y,0,257396,1,1456
2GΘj,0,154154,1,892
ζιbθ,0,628306,1,3806
itΓo,0,94223,1,493
μSFM,0,414952,1,1558
WlLφ,0,212277,1,982
okHξ,0,741888,1,4035
MΨEi,0,40516,1,229
rs#T,0,61893,1,361
7ΦIξ,0,54353,1,205
σiι4,0,86046,1,457
LrηY,0,158696,1,898
!D$g,0,304394,1,1921
uq2d,0,76944,1,253
fGεΩ,0,25999,1,130
06τH,0,89443,1,433
fcuz,0,40445,1,223
νt6H,0,933728,1,4958
Nδf7,0,203707,1,1012
0OΠU,0,194559,1,883
zen4,0,231762,1,1231
υqμψ,0,304251,1,1780
Lgpt,0,7961,1,10
mχNσ,0,731768,1,3113
ωOhU,0,26257,1,94
$νεE,0,80228,1,325
t8δI,0,100707,1,568
τwyx,0,378862,1,1939
YD!γ,0,257247,1,1309
Ob%α,0,66508,1,346
aμHΛ,0,312020,1,1687
3υη1,0,11619,1,16
YIsu,0,286186,1,1522
wξq7,0,1128359,1,5240
Nijη,0,244010,1,1126
Jηνυ,0,305457,1,1384
ιηΨI,0,245594,1,1396
χZ16,0,1291301,1,2614
Rd%Z,0,34949,1,145
μGαE,0,439421,1,2554
Y!PV,0,721802,1,4028
7ke6,0,603451,1,3179
FqΩγ,0,560954,1,1987
ΣSN7,0,832613,1,3812
DJκd,0,309623,1,1612
Tk#I,0,92507,1,553
ΠGFT,0,51588,1,280
!u%I,0,613861,1,3398
gxβT,0,144021,1,805
uιno,0,28130,1,115
S$θz,0,344947,1,1993
kβO2,0,458576,1,1921
Zcβκ,0,114177,1,580
$0Gψ,0,309184,1,1783
ΩεE$,0,293403,1,1636
KrfN,0,235339,1,1237
qξuR,0,255245,1,1213
Δβ5k,0,220386,1,940
O2!0,0,104013,1,514
d4Δη,0,200857,1,1096
kMmσ,0,267781,1,1438
Yaχe,0,22566,1,91
gP@ω,0,131426,1,748
τωJθ,0,233597,1,1291
8ple,0,177802,1,892
διSW,0,57595,1,304
3θJ$,0,10818,1,43
θOιF,0,65381,1,325
JYhΣ,0,35928,1,184
η6ot,0,62458,1,337
ΦP5d,0,190996,1,1063
kcxθ,0,51296,1,265
FνMr,0,137954,1,799
tfVY,0,85998,1,487
FN30,0,194230,1,1087
xαe5,0,114105,1,613
δD6s,0,396523,1,1519
KOfC,0,13983,1,19
γWΦy,0,47876,1,223
σ23ζ,0,86536,1,526
!#v9,0,78141,1,385
oEiγ,0,175891,1,811
Odlx,0,55650,1,307
ιXτν,0,362283,1,2153
ψcΨα,0,53520,1,259
ωΩζ7,0,17210,1,37
θXΦA,0,559298,1,3011
τTυε,0,24575,1,88
!Z1$,0,335506,1,1846
oξm0,0,1004237,1,4382
Σ!Iα,0,265227,1,1201
6%νo,0,78752,1,475
bQμΞ,0,393492,1,1816
κGωw,0,753356,1,4328
rkDQ,0,32626,1,130
ψτvΨ,0,193800,1,1033
%Ξoγ,0,101626,1,493
fωO6,0,812904,1,5063
ξsιH,0,271256,1,1561
YΔ7r,0,63783,1,361
uCκl,0,86521,1,454
IεWγ,0,984017,1,5345
2I#o,0,85440,1,406
Σηe%,0,36210,1,157
!πBυ,0,377126,1,1813
0OW7,0,181310,1,868
αΘcL,0,94922,1,421
xν3@,0,97318,1,286
Jkfj,0,159041,1,685
rΣψR,0,72094,1,214
VΨc%,0,204082,1,1165
qpΓΞ,0,47917,1,172
9ΞNp,0,498260,1,2113
PτUz,0,169848,1,586
1VφΔ,0,392434,1,1270
Aθ5χ,0,288837,1,931
1JμP,0,15441,1,19
ΠWlΣ,0,945134,1,3383
kth6,0,39429,1,112
z8πκ,0,91290,1,301
$T4δ,0,605279,1,1966
Ξθγf,0,139856,1,496
λbRι,0,148666,1,547
7ζDV,0,1167750,1,4103
τvβQ,0,135240,1,418
qEε$,0,46062,1,139
Θ$Δp,0,382386,1,1267
λΔ@θ,0,15095,1,22
#lz9,0,9900,1,10
OΓRr,0,188368,1,634
π%!7,0,1102373,1,3752
γ2ΨM,0,222305,1,784
νωV0,0,410330,1,1378
τfPΦ,0,193577,1,682
0κ%μ,0,1299789,1,4223
jΦZψ,0,487262,1,1399
gKab,0,976955,1,3356
MB8P,0,398553,1,1363
4aγZ,0,164659,1,442
ΓδΩb,0,542468,1,1816
%YWμ,0,231375,1,766
CχσΣ,0,250059,1,829
Sηtπ,0,751518,1,2614
uo!K,0,388307,1,1576
ΨK1ω,0,109488,1,427
UYτπ,0,426605,1,1750
LClx,0,50865,1,196
αΣg@,0,488936,1,1366
7yV@,0,113140,1,589
7νθt,0,155545,1,907
Vγ@Γ,0,397695,1,2074
HvqK,0,241193,1,1312
HdY4,0,172149,1,1015
LjSV,0,53061,1,271
GThX,0,78237,1,328
FuRΩ,0,181488,1,850
ωξOν,0,317414,1,1516
ΩΠUy,0,397418,1,2122
%νφΓ,0,135884,1,709
cAZ!,0,6596,1,10
sλKx,0,38577,1,157
WNdA,0,730383,1,4370
rγχS,0,143654,1,859
@Λγξ,0,557471,1,3119
ΩjTΛ,0,183389,1,1015
ΓNhB,0,134772,1,577
f6ty,0,362591,1,1354
χBξγ,0,286038,1,1030
f1BV,0,132075,1,631
SrΨ0,0,383297,1,1909
2rnx,0,40695,1,97
vf4i,0,338448,1,1228
UΛγF,0,318263,1,1171
υMUΛ,0,21190,1,76
%vζr,0,27842,1,97
q3jω,0,428591,1,2725
nχπL,0,61349,1,358
XjPω,0,89206,1,505
εΩVξ,0,531085,1,2935
ξOζW,0,408249,1,2500
νNbξ,0,38021,1,31
s6iι,0,131811,1,556
Xδm5,0,897112,1,3845
