String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
zh$Δ,0,157358,1,565
Γ73t,0,890511,1,3152
HENw,0,588798,1,2149
IγnT,0,29124,1,43
υMv4,0,516253,1,1951
4y!I,0,777540,1,2881
24τ9,0,588682,1,2107
εBφj,0,84699,1,301
nΔψ#,0,138523,1,580
ur9p,0,7297,1,4
lDvw,0,122137,1,544
rjta,0,524177,1,1693
Πχκa,0,669319,1,1555
b0nA,0,129391,1,472
9wVN,0,49036,1,142
ΛΔHκ,0,626956,1,2350
σ0#ξ,0,465006,1,1753
ΛFqσ,0,37486,1,121
lπ3C,0,711504,1,2176
bUyΞ,0,455725,1,1849
0pΔk,0,460719,1,1888
SνKQ,0,359032,1,1360
!α1σ,0,92308,1,418
lεQη,0,135371,1,481
Λω7C,0,233603,1,946
5ιkε,0,134530,1,481
Hωνφ,0,110765,1,397
ΞWeu,0,424064,1,1864
τP67,0,183025,1,565
Πn5w,0,47636,1,139
ωνVO,0,96904,1,289
ΞιRc,0,918751,1,3512
ΓyaΣ,0,249867,1,637
DζQn,0,500022,1,1765
z4Us,0,31253,1,61
YφΞi,0,184100,1,634
σIχτ,0,460088,1,1573
9xγ5,0,57083,1,166
QO$k,0,412705,1,1432
pΔJM,0,159331,1,475
μeδB,0,285371,1,1054
y6ψN,0,180265,1,538
θrδ3,0,900573,1,3233
htψν,0,353389,1,1192
7eU9,0,114907,1,361
VX6H,0,1400826,1,4889
ιe3U,0,197329,1,637
hτ0ε,0,447863,1,1420
UkκG,0,1104714,1,4016
HγΘM,0,181443,1,685
9opR,0,307072,1,1237
ζkΔp,0,170777,1,619
xλθh,0,10264,1,10
qm#d,0,357443,1,1363
ΠλΦV,0,359786,1,1336
uα52,0,105290,1,334
2!#V,0,135467,1,616
ζ9aK,0,196353,1,778
pyΛX,0,295967,1,997
υσφΣ,0,247811,1,943
MPπψ,0,234825,1,910
μσMθ,0,963676,1,3764
5Φ42,0,202056,1,619
κpΞH,0,1248797,1,3656
8ZRβ,0,112489,1,439
κ%zE,0,55345,1,202
Ψh!%,0,99692,1,349
Σ@ξκ,0,925993,1,3443
0Λlb,0,82481,1,265
#ZΠη,0,459388,1,1462
ηΛζD,0,267534,1,1129
ζrΨw,0,510469,1,2065
dQMI,0,363530,1,1405
5cZS,0,422620,1,1780
ΓSτ1,0,67809,1,244
ζ5Ri,0,85281,1,283
!5πΩ,0,191622,1,742
smo4,0,477184,1,1657
σφMj,0,363306,1,1417
lΦμν,0,10169,1,7
6Epq,0,270860,1,850
DyΞo,0,156498,1,706
υ4C$,0,198645,1,688
7Dιx,0,201247,1,697
6yTω,0,145333,1,445
2ε5θ,0,1241677,1,4253
Π6nV,0,1749876,1,6039
ζ5tl,0,603569,1,2533
AE7p,0,162886,1,541
λRνζ,0,42699,1,70
Jμvy,0,368906,1,1354
seιx,0,312408,1,1264
dΓYΠ,0,318273,1,1054
πΣNx,0,82943,1,250
mθΨV,0,78150,1,166
ιεTv,0,152015,1,460
2σ6η,0,35104,1,10
eα!3,0,245009,1,604
γΓKn,0,56068,1,199
ZΨzβ,0,185929,1,623
cυχι,0,209212,1,835
GoNα,0,289842,1,1099
D1θc,0,202728,1,874
VWΘI,0,88539,1,319
js4θ,0,76784,1,361
Λ@φΦ,0,10900,1,31
iKe0,0,197607,1,736
stqΨ,0,50949,1,208
δΠθΛ,0,311090,1,796
φγE9,0,307781,1,1195
jΔIC,0,133519,1,577
w@yθ,0,139657,1,415
HΣQ#,0,61847,1,175
βEtθ,0,176789,1,673
ωc0Q,0,70034,1,154
θ4HT,0,643384,1,1978
θxφ1,0,1161394,1,3938
3cΘH,0,1482484,1,4787
qItD,0,237673,1,868
BMβK,0,469595,1,1696
JΔγu,0,129082,1,427
C#VY,0,657965,1,2509
ν@Σι,0,741643,1,2869
σ2R5,0,102238,1,367
uιl1,0,1823539,1,7440
IξiΦ,0,374218,1,1117
Zkωg,0,344098,1,1093
ωΠx0,0,643095,1,2575
XηrV,0,116469,1,439
y8Pd,0,211305,1,817
nΣβν,0,68192,1,241
ΣYdη,0,1148711,1,4337
8FΞT,0,332216,1,1399
υELR,0,200003,1,715
θL8g,0,254364,1,820
δuYq,0,432334,1,1537
alu@,0,241846,1,793
hg#8,0,245636,1,805
Φn8m,0,106222,1,352
ν4Rd,0,679998,1,2329
NhK8,0,349901,1,1402
ΩΔk1,0,176567,1,535
STμχ,0,478673,1,1000
xtwy,0,681488,1,2215
vλ4K,0,967062,1,3626
NζfF,0,731058,1,2347
r0hm,0,454640,1,1909
yoeΛ,0,594148,1,2200
Dfwa,0,155024,1,670
Bwυζ,0,385167,1,1507
jKHψ,0,77856,1,250
IGΦ3,0,1137241,1,4265
ΩwRπ,0,74693,1,244
σZ4A,0,194504,1,694
T6Ξμ,0,58736,1,235
pckT,0,1534559,1,4532
εK!l,0,91665,1,220
7TgQ,0,109200,1,229
ΔXΩM,0,72400,1,217
OζΨs,0,632835,1,2434
LΘqI,0,459258,1,1999
κk3T,0,117807,1,394
ΘbμΩ,0,23667,1,73
RUδ2,0,539645,1,2125
aνση,0,1184686,1,4391
$σ3e,0,193148,1,628
31βt,0,442090,1,1804
PRm1,0,351964,1,1321
QjωY,0,143194,1,553
γΓbθ,0,339555,1,1384
Ξτ5O,0,357519,1,1372
NδLu,0,89021,1,253
T2b1,0,123764,1,613
uωDg,0,63205,1,250
pOsq,0,331848,1,1522
km4a,0,154785,1,592
027w,0,824308,1,3143
ΔQcζ,0,672670,1,2464
!r#I,0,132606,1,496
TIRh,0,386508,1,1261
ωDle,0,280665,1,871
In1x,0,438540,1,1474
ΞΘFμ,0,11265,1,16
RMW6,0,273393,1,1579
ΦΠη#,0,420944,1,2305
ΔDτZ,0,193677,1,664
CθΠΦ,0,15734,1,28
1P@z,0,323565,1,1084
ψtνs,0,358376,1,1285
pPυn,0,516441,1,1759
eκ!X,0,422810,1,1384
6Gεδ,0,1360118,1,4976
Ω6SR,0,370594,1,1207
apυX,0,557960,1,1870
xWBF,0,601941,1,1978
VyβW,0,70798,1,88
mVuf,0,92731,1,328
Nπη%,0,466729,1,1693
Wzhq,0,330450,1,1213
MeZδ,0,911248,1,3488
9βdU,0,25125,1,58
β6ev,0,20330,1,40
pn5η,0,335880,1,1309
Yx%c,0,597945,1,2323
%ΣωH,0,37558,1,61
V1Ip,0,346027,1,1081
κ5$π,0,249044,1,871
Hnμγ,0,444640,1,1525
zκ2β,0,370102,1,1204
πΛΠφ,0,375381,1,1268
nμυH,0,407870,1,1417
$duX,0,368117,1,1288
Ψε7α,0,228744,1,787
Lφ3f,0,371863,1,1240
UPF0,0,77468,1,121
IτχH,0,711703,1,2716
3W@F,0,172192,1,649
iIηλ,0,111691,1,388
ΛMωξ,0,1144977,1,4556
Jfυ4,0,752224,1,2746
06νζ,0,200413,1,760
iUHZ,0,157996,1,586
#kUζ,0,306756,1,1027
xν#γ,0,221158,1,493
πφLΛ,0,163280,1,616
81θ3,0,230122,1,850
I0ΩΔ,0,135362,1,466
v8uw,0,362367,1,1405
υDhω,0,92588,1,334
3Ξχa,0,285510,1,1024
ιψΞζ,0,21169,1,70
ΣoτA,0,868166,1,3494
γfcη,0,154585,1,643
δs1k,0,122348,1,463
αKψl,0,163730,1,601
Dlζη,0,211488,1,898
NOKZ,0,302717,1,1243
ηΘ0χ,0,1046876,1,3527
ξ$iζ,0,508181,1,1198
ZwωK,0,66197,1,223
ΘΩA8,0,354351,1,1303
1εΨν,0,796514,1,3233
Sφ68,0,75574,1,220
πPλt,0,50453,1,169
γχι8,0,261793,1,793
YuΔΘ,0,246007,1,895
mπj9,0,341035,1,1234
V8θO,0,186285,1,622
LωC@,0,580430,1,2041
zγβ3,0,15475,1,40
WεΔ2,0,406581,1,1381
MI4Q,0,1245670,1,4343
jotΘ,0,456945,1,1795
hVΦ7,0,202046,1,754
μzτQ,0,34055,1,112
uΨφA,0,155573,1,550
HEΓz,0,99065,1,343
FαrJ,0,327749,1,1489
YΩKs,0,555660,1,2113
ΣdDY,0,173871,1,628
kαwκ,0,100532,1,361
Δ@%x,0,90840,1,391
Ux!P,0,390789,1,1441
TqΛC,0,326442,1,1165
aΩφf,0,141208,1,628
φfξΠ,0,149918,1,553
1bes,0,276904,1,1288
απξd,0,434770,1,1522
Γτg1,0,97143,1,457
yNιψ,0,183134,1,667
δp$q,0,177795,1,580
θ7Δi,0,804526,1,2143
ZκζΔ,0,94171,1,277
pΘψf,0,133236,1,445
sIφS,0,650407,1,2614
xoΔΣ,0,139016,1,556
EθG6,0,53190,1,199
9Apι,0,22486,1,103
ΔWeF,0,348792,1,1270
ZDλγ,0,1394023,1,5483
δxuι,0,438413,1,1369
π9Πj,0,623686,1,2077
y4Θl,0,72429,1,175
#ΛGN,0,54919,1,196
hPι%,0,64787,1,235
zoν6,0,124073,1,328
Πeκn,0,286590,1,853
ωσ2g,0,28210,1,16
ιcog,0,124091,1,433
OΞab,0,271759,1,877
oliΘ,0,37261,1,70
qg5i,0,53773,1,130
j#θΛ,0,880995,1,3065
FHtΓ,0,227556,1,784
PΩΦη,0,2769373,1,3059
ιJAM,0,87728,1,274
υΣhF,0,32070,1,58
HΩΘy,0,599893,1,934
XAnν,0,616967,1,2518
aΓBt,0,88822,1,280
υ8νl,0,611140,1,2377
SW%α,0,220603,1,871
BDνl,0,196871,1,916
zΠυτ,0,528528,1,2203
Z7mx,0,81297,1,292
ωWΣB,0,394957,1,1540
IμD2,0,202057,1,694
MRGI,0,71519,1,250
ΓαΦS,0,15308,1,31
lzbc,0,112988,1,301
cΠ4ψ,0,68550,1,214
8Ic@,0,1470831,1,5249
Rs$M,0,166907,1,538
0τmπ,0,436604,1,1303
ωRYN,0,535258,1,1921
Ξπαd,0,238607,1,889
bz$G,0,318092,1,1264
Rp1ν,0,65375,1,226
dPυ0,0,117681,1,406
2λτ3,0,507236,1,2047
hHCμ,0,256683,1,871
vrW1,0,26680,1,64
nδyp,0,85252,1,274
7x1η,0,514925,1,1114
Sξηε,0,25363,1,64
lk#O,0,51307,1,148
tzντ,0,372220,1,1579
%8iυ,0,53181,1,193
vM1j,0,396965,1,1462
Qliκ,0,430556,1,1450
α#δX,0,557740,1,2161
υXπι,0,1164043,1,4019
γλωφ,0,511777,1,1765
D1bΓ,0,251860,1,944
FdνN,0,59552,1,187
bτUB,0,38170,1,115
PGwN,0,271234,1,973
GflΦ,0,663501,1,2401
xNAy,0,304739,1,1012
PΛΦΨ,0,122986,1,472
bυ4x,0,305896,1,1051
μ38u,0,721440,1,3035
νSIt,0,276317,1,793
UOφπ,0,856051,1,3368
LNBM,0,344787,1,1282
OηΘ9,0,441916,1,1528
MΦIi,0,143484,1,526
η0wH,0,39781,1,139
7Ξνo,0,234557,1,1189
qTwφ,0,27919,1,85
iR9p,0,263807,1,910
oiPβ,0,333084,1,1042
eυCx,0,324103,1,1180
ΛVγφ,0,531944,1,2206
pβΘμ,0,65080,1,259
mφ5u,0,23740,1,64
υg%π,0,118440,1,424
Mwp#,0,76544,1,322
ΠζΨβ,0,296392,1,1162
τ%υs,0,75530,1,280
δHqφ,0,686590,1,2848
NχγU,0,97504,1,364
ΨΩsu,0,30555,1,79
%GSm,0,532543,1,1750
χΩFR,0,126901,1,355
μTψΘ,0,234522,1,991
wdλj,0,686464,1,2260
I3P%,0,118863,1,364
dBgκ,0,460850,1,1684
Dχπ2,0,123866,1,361
mυqu,0,135802,1,391
BGσ7,0,191880,1,658
ν9o@,0,85444,1,232
JqVU,0,562468,1,1024
OΣcP,0,1210062,1,4508
mWσλ,0,550210,1,2122
Bχ0r,0,413076,1,1594
HWT0,0,118264,1,424
υcnΠ,0,741475,1,2653
ZhpP,0,288421,1,1171
Θwγ6,0,228763,1,907
Σ8ΦE,0,18198,1,61
u9O3,0,27955,1,91
X68ι,0,1311895,1,5114
@βπy,0,22709,1,37
vζωU,0,347396,1,1438
XφK%,0,456012,1,1477
wΠπP,0,511790,1,2062
Λ!ΩA,0,33276,1,91
LΔxχ,0,334747,1,1084
lηsy,0,144911,1,562
γyLh,0,272508,1,1093
Eγhp,0,346195,1,1435
P@κZ,0,40697,1,169
hψYa,0,263809,1,1021
7εYω,0,210766,1,856
fqR0,0,156872,1,571
xKr9,0,226659,1,676
iΘcΩ,0,204153,1,700
FJΦ2,0,114517,1,301
32$ξ,0,282012,1,952
eCOτ,0,429537,1,1369
ΞΛYπ,0,822162,1,3275
4Jβπ,0,355819,1,1003
gLΘK,0,718850,1,2881
Ψpμ6,0,82541,1,361
2nΩq,0,1451342,1,5447
gγSλ,0,625021,1,2497
vΓEΠ,0,1592977,1,5000
λY7v,0,890907,1,3356
mπQZ,0,587777,1,2254
ΨNxE,0,11209,1,7
μrYπ,0,731754,1,2572
δvdT,0,646376,1,1720
π$ψI,0,551584,1,1699
NηυR,0,361123,1,1348
1apΩ,0,180160,1,685
noO@,0,222831,1,808
pΩμk,0,199166,1,802
NfKν,0,154810,1,565
Σξwl,0,883117,1,3545
Oξμ8,0,1243803,1,4736
με0Π,0,1200353,1,4439
BrσS,0,103699,1,496
WH7b,0,246745,1,922
dσ@ω,0,944205,1,3734
Lh3τ,0,493440,1,1678
WαRL,0,574285,1,2089
PλOs,0,467563,1,1810
ΛmYτ,0,441542,1,2110
5ιpε,0,317383,1,880
AFIκ,0,526801,1,2008
SWgΓ,0,401172,1,1627
dΔωσ,0,32554,1,70
j3ψM,0,48815,1,160
zηbS,0,427375,1,1366
Φ!αB,0,267050,1,1078
0BjX,0,506385,1,2032
NawB,0,945053,1,3875
oΘδΔ,0,289544,1,1186
φ0Sb,0,332198,1,1408
γuε5,0,134706,1,493
U3Cb,0,1118039,1,4772
HΛrn,0,42208,1,136
T38F,0,356457,1,1207
JPWl,0,604403,1,2281
4ξΨi,0,691272,1,2638
Ekζl,0,356152,1,1198
sZακ,0,98865,1,190
ΘwJC,0,44570,1,106
ΠTηφ,0,720776,1,2755
tCσp,0,387014,1,1513
OMΠβ,0,90435,1,322
EFφM,0,539075,1,1978
γΔχj,0,117536,1,475
iηE$,0,170243,1,604
Λljμ,0,83345,1,265
bNHΦ,0,539275,1,2098
Πξ%d,0,202488,1,772
xΞML,0,348956,1,1345
4φQV,0,43846,1,148
tχ9σ,0,38940,1,166
ψΣpκ,0,122405,1,484
QZlI,0,251076,1,874
ΩsP5,0,673130,1,2752
Σβxf,0,527152,1,1828
9Π#θ,0,118520,1,412
FJm@,0,295705,1,1093
nLη6,0,11850,1,22
ζuTΠ,0,96249,1,304
hilπ,0,348593,1,1267
0τΠψ,0,113740,1,391
Jfαk,0,67165,1,214
νgM3,0,152460,1,514
ΠOwK,0,457858,1,1498
3oBτ,0,368049,1,1243
αx#R,0,55489,1,160
nιaη,0,931186,1,3380
MhDυ,0,32432,1,85
9bPN,0,772813,1,2290
MγΘπ,0,28213,1,52
KΨlF,0,518636,1,2023
ho2η,0,1166739,1,3902
OteN,0,214118,1,781
sgλτ,0,290814,1,1069
ysVΠ,0,71200,1,256
gγφσ,0,189355,1,646
ξχσn,0,284704,1,1108
oωξλ,0,114573,1,442
qΩ3θ,0,121214,1,520
5νzλ,0,166620,1,613
lψλN,0,514748,1,2173
pνCΠ,0,61444,1,208
QΔGN,0,289104,1,1294
υEhy,0,422370,1,1534
1ΔGe,0,296027,1,1096
νiwι,0,255069,1,967
GτSI,0,329104,1,1093
Π4Θk,0,330300,1,1168
ΩvkΘ,0,40311,1,124
Σi$e,0,145279,1,529
ΛXhc,0,111468,1,454
γmY8,0,1882679,1,2986
Iωυy,0,406584,1,1678
iΘλw,0,726445,1,2971
Meag,0,137899,1,487
RD8θ,0,675283,1,2752
4VdL,0,142276,1,610
ψΛxι,0,579954,1,2404
ZbIσ,0,570799,1,2140
%2ej,0,158257,1,679
pσxz,0,10018,1,7
RHΠ1,0,29814,1,61
MχWθ,0,47753,1,139
HRXτ,0,1041564,1,3824
z@0τ,0,766302,1,2731
ηδβ4,0,489785,1,1690
LAjI,0,142025,1,445
QAjL,0,412339,1,1525
zΘEr,0,51816,1,181
m$hν,0,274707,1,1024
Cβl@,0,327087,1,1291
@BKΩ,0,370114,1,1312
wqA4,0,98605,1,331
!λμT,0,227436,1,592
λαnε,0,598379,1,2449
γf4L,0,189251,1,703
βυΣu,0,619547,1,2134
ΣhEπ,0,96252,1,334
ψΠaθ,0,41122,1,160
54fH,0,235106,1,895
h!Y%,0,46622,1,94
ιμπi,0,309099,1,1177
χqνk,0,114008,1,391
ΩA6l,0,106033,1,445
ηKε7,0,51439,1,208
qEIn,0,42910,1,121
8Ψrp,0,201584,1,718
ζeEH,0,25900,1,88
ZvlΔ,0,1002944,1,2992
!Tnj,0,56735,1,199
Y@nΩ,0,1050190,1,2674
kLκE,0,145848,1,475
Tτχμ,0,867844,1,3578
3GψΦ,0,597329,1,2503
tξNΓ,0,307208,1,1240
Λπχα,0,23795,1,67
ζTMν,0,601345,1,2284
κΘφη,0,208315,1,829
HzCθ,0,518902,1,2161
S!Ψω,0,112349,1,484
Cψ$m,0,56685,1,214
h2ΓB,0,653906,1,2521
nθaI,0,73903,1,268
iπΠυ,0,703504,1,2605
ΠdΔU,0,160639,1,526
4zOx,0,1125327,1,3857
zμFx,0,181659,1,799
38%4,0,391101,1,1255
vpβν,0,573511,1,2149
39jν,0,209102,1,625
2%Λa,0,893676,1,3110
xSuj,0,1386793,1,3245
jQσN,0,348631,1,1357
Ssbf,0,295600,1,1204
9IXθ,0,10602,1,13
fLγZ,0,228472,1,916
GKδz,0,1619593,1,3455
6AsΘ,0,89103,1,298
ιStΦ,0,1698079,1,6732
θβπN,0,237204,1,775
#μmi,0,489257,1,1840
Ktec,0,485942,1,1726
σrU$,0,208043,1,850
Cσ!Φ,0,61485,1,247
zμAβ,0,583347,1,2320
8Aασ,0,294790,1,1111
ιχξy,0,278945,1,940
uκΓυ,0,221276,1,793
mhn$,0,164704,1,691
c3Ψ0,0,749976,1,2899
2qsw,0,25129,1,76
Pπδμ,0,50667,1,145
vΦaΞ,0,432942,1,1627
ξ!Bν,0,19580,1,40
MδΔ0,0,174913,1,589
Γκmw,0,343510,1,1246
41Rm,0,99991,1,289
ΩAδγ,0,251041,1,829
Dαzε,0,1037020,1,3779
υAZ0,0,1213381,1,4235
FIwΩ,0,475273,1,1690
9μηx,0,420336,1,1297
ιU3K,0,794710,1,3041
Ω6l$,0,309426,1,913
σλΦt,0,238730,1,808
θ1kg,0,1875842,1,3752
ΔΩΞε,0,94371,1,274
$3Ac,0,183263,1,763
χwRμ,0,741105,1,2927
ZσD$,0,72593,1,256
s$υq,0,312507,1,1114
Σgδm,0,107816,1,388
τpUm,0,291138,1,1111
vβpb,0,662274,1,2686
κGπt,0,135237,1,562
8jυL,0,187505,1,676
xfPO,0,303337,1,1312
PJlx,0,1353520,1,4850
σ4Q6,0,350213,1,1186
ΩΓpX,0,28380,1,94
wOWF,0,70901,1,277
τ!Jw,0,12149,1,31
δVlu,0,839426,1,3560
nξ9Φ,0,95208,1,346
heoσ,0,135190,1,583
υΓWφ,0,430516,1,1306
λPeν,0,532902,1,1885
ινΘk,0,556304,1,2146
λαPy,0,118033,1,460
ξωΨ@,0,290677,1,1120
!6ψN,0,642354,1,2620
koεμ,0,202853,1,772
μ$pw,0,26093,1,70
ΔλiT,0,282228,1,1063
9ΓXd,0,137281,1,481
jΠYx,0,618002,1,1960
9hκo,0,174426,1,616
EΛ#τ,0,352977,1,1354
ugBν,0,341744,1,1438
γυ@F,0,2092512,1,7278
νωτt,0,951786,1,3647
e#AT,0,937114,1,3701
3σΦv,0,472831,1,1990
ψΘξΠ,0,548912,1,2302
1MdΓ,0,249827,1,688
sηζ7,0,561571,1,2242
PFΔ#,0,219189,1,601
ια4n,0,335283,1,1393
MKωL,0,495644,1,1813
#Xμh,0,787660,1,3149
mκΛO,0,87028,1,322
QF0Π,0,117677,1,457
fUκG,0,191523,1,889
φl#Q,0,106507,1,40
ZkΛM,0,90531,1,106
ωιΦμ,0,18728,1,37
ΛGω#,0,369750,1,1405
LΛγμ,0,104975,1,376
Ξαcδ,0,1217439,1,4508
ΘYσC,0,130510,1,424
3χξE,0,97646,1,433
Gυtm,0,328498,1,1252
tUlα,0,288992,1,1135
dωσa,0,102256,1,424
9Πbθ,0,56859,1,235
ADPΦ,0,336779,1,1240
jμXQ,0,247707,1,889
0vV#,0,735605,1,3146
ωO0K,0,162189,1,541
pυjH,0,568337,1,2302
Γpfi,0,80323,1,259
@ayU,0,385119,1,1411
Σ$Ωγ,0,289213,1,967
ef$O,0,162412,1,580
ω1Eξ,0,237448,1,922
oGχz,0,378821,1,1279
pnωb,0,241728,1,892
zυιχ,0,362610,1,1072
ΩνVτ,0,608086,1,2380
!Φ3A,0,893314,1,3284
$yK%,0,504175,1,1795
iC27,0,20767,1,40
ibLΞ,0,36982,1,91
aφrI,0,188274,1,580
NλD2,0,348149,1,1123
Huo5,0,321255,1,1306
yχιC,0,101937,1,373
4δYΠ,0,481614,1,1864
Lεgh,0,274630,1,976
ψυiχ,0,548053,1,2023
2φτι,0,447526,1,1765
sΠηP,0,7313,1,4
ΘKCv,0,98904,1,334
c7a!,0,296711,1,1165
4fXL,0,647068,1,2782
HnεG,0,309800,1,961
ΘOdΛ,0,447542,1,1441
lΞeL,0,456504,1,913
ΠΓgO,0,335142,1,1192
QwΓj,0,95175,1,376
ηtCI,0,1022474,1,3932
Ag$i,0,283527,1,919
kνσn,0,102868,1,394
nΨ4y,0,136296,1,415
o1χL,0,90133,1,370
πIgξ,0,608731,1,2134
μWδa,0,66917,1,292
uΨΛ%,0,135359,1,526
φQpυ,0,474331,1,1852
a0νI,0,259050,1,943
πqδψ,0,33668,1,70
BVgν,0,724443,1,2477
32Δλ,0,156992,1,775
Ξ#w4,0,819987,1,4262
HFQs,0,245854,1,1321
βsνψ,0,477881,1,2548
μ92χ,0,256452,1,1300
uβa4,0,259013,1,1147
rΔvE,0,129721,1,676
m$ub,0,178409,1,799
ΔψΦo,0,193665,1,1051
q0χQ,0,148493,1,982
nψΛi,0,531894,1,3029
9bGε,0,257342,1,1351
λCηk,0,315271,1,1756
ψπyv,0,45697,1,241
8ιδ9,0,141371,1,820
is2Ψ,0,47570,1,262
vJMξ,0,593421,1,3452
94υo,0,407781,1,2290
qJP9,0,7879,1,25
ΛSlΠ,0,465652,1,2887
8QWt,0,112436,1,664
k7qα,0,37552,1,136
μDΨX,0,7827,1,22
εHC8,0,63121,1,328
OHΠδ,0,158213,1,910
ΣSψE,0,74084,1,364
UAεΣ,0,260899,1,1486
τωVZ,0,162310,1,952
θcπq,0,178548,1,1057
βfθh,0,10188,1,31
βωMS,0,369563,1,2170
KPtg,0,209591,1,1270
γK7k,0,271121,1,1339
ijUX,0,203523,1,1006
g7σM,0,263924,1,1804
θtnV,0,171172,1,1006
Ξτwμ,0,207149,1,1276
γsbχ,0,129223,1,727
ΛpΘz,0,117081,1,664
τqOA,0,82936,1,421
mlEΨ,0,277805,1,1579
NwΘc,0,227549,1,1039
aKβΣ,0,215708,1,952
Lqκw,0,147873,1,772
bτηj,0,87257,1,421
γmOη,0,102238,1,622
j#nσ,0,177283,1,937
δjz1,0,328965,1,1852
IOgw,0,6273,1,7
sβiY,0,350593,1,2029
!γδf,0,326209,1,1948
u54Ξ,0,134581,1,613
Aτ2E,0,40927,1,229
AWβΠ,0,30977,1,133
RBΦ0,0,114704,1,547
wWuU,0,335977,1,1303
ΨΣκM,0,557666,1,3020
μKQσ,0,59217,1,256
Zk@B,0,23458,1,106
iNΩq,0,281199,1,1576
σλxL,0,80426,1,370
νCθ6,0,64246,1,367
ΛSPX,0,413998,1,2332
ZfRw,0,54219,1,223
k9eκ,0,17029,1,64
Drxκ,0,71420,1,340
rYoα,0,417307,1,2263
ΓTaQ,0,131795,1,535
κaSw,0,543989,1,3020
QtβF,0,73802,1,433
UoΦg,0,177538,1,964
VTδZ,0,52092,1,259
hΘAV,0,130950,1,814
4UEh,0,75520,1,436
dMηΛ,0,35226,1,244
eZEP,0,100083,1,469
χσΣF,0,291402,1,1504
ΛMyk,0,329727,1,1921
8L%!,0,68378,1,358
kDTχ,0,81061,1,475
mδPζ,0,132130,1,694
γCj3,0,269318,1,1501
NΣ48,0,11205,1,52
ΞξιU,0,190588,1,1174
#νun,0,357427,1,2101
TQW5,0,375518,1,2302
k#%Σ,0,35100,1,184
nΠΓ6,0,357833,1,1765
U7BΘ,0,21520,1,103
WdMr,0,13906,1,53
ΩrαE,0,400796,1,2257
ξUη2,0,217202,1,1339
MWθe,0,32520,1,166
ZIνM,0,55046,1,355
KgΠν,0,15281,1,76
zx@b,0,166593,1,928
goen,0,92635,1,520
ΞAxE,0,35782,1,172
fx9c,0,12206,1,46
ξαHL,0,131313,1,688
eJΓ4,0,96408,1,532
κ#ΘA,0,12687,1,46
qh!W,0,212818,1,1201
hG8Φ,0,384894,1,1720
ιgωψ,0,44209,1,223
γXcδ,0,382304,1,1432
UIYo,0,529523,1,1888
πΘ#e,0,185559,1,598
xf8θ,0,1211705,1,4046
iJvT,0,87465,1,382
ξpΨπ,0,132178,1,472
ιo0P,0,36656,1,154
ψπdl,0,523137,1,1750
BpGD,0,307027,1,1024
IXe6,0,311871,1,1069
m8cγ,0,766285,1,2839
eΘτκ,0,598756,1,2443
7πOΛ,0,60017,1,202
bsε@,0,84139,1,283
bAYr,0,223012,1,838
IEΨΦ,0,272248,1,1153
κφΣC,0,90859,1,292
ijβτ,0,90219,1,379
mnlQ,0,108232,1,415
Qκ8A,0,572954,1,1960
κuEΩ,0,219561,1,874
P@Zo,0,665865,1,2725
8ykι,0,217730,1,782
Dtφτ,0,638781,1,2698
Π6σE,0,132895,1,499
μΔγδ,0,443492,1,1633
φ$0Φ,0,87541,1,385
pcχQ,0,7365,1,7
ωLΔ7,0,264553,1,964
v@Kh,0,178291,1,703
ΠdθN,0,147303,1,574
ζeωΔ,0,41306,1,103
ΨPYη,0,134983,1,448
gΦfπ,0,461582,1,1996
ψvIk,0,977046,1,3224
RGπφ,0,375894,1,1219
Zφαg,0,62498,1,172
$Q#g,0,515850,1,2194
UHΠT,0,196015,1,760
Ψ3ψP,0,324433,1,1177
#Σls,0,33992,1,76
!VκΣ,0,2108130,1,7221
TΓoΞ,0,200331,1,670
tχaX,0,579089,1,2347
τ%sξ,0,33183,1,55
BΓ!ζ,0,821515,1,3329
ξ3εt,0,108688,1,373
iF$Σ,0,833719,1,3029
ωδlU,0,418130,1,1678
ΨφcΦ,0,328250,1,1240
βυVK,0,510599,1,1159
ifhν,0,34258,1,82
Φ!mI,0,931337,1,2845
Nωαν,0,242553,1,1015
pΨz8,0,1330257,1,1345
k%#τ,0,255611,1,1009
7s0#,0,163302,1,547
ξB3J,0,241897,1,886
ΠU2h,0,518579,1,2119
E@3Z,0,249408,1,1012
yψ5π,0,12584,1,37
XθfM,0,24217,1,40
eγΛ$,0,98297,1,403
duΩH,0,858653,1,2959
WJΓO,0,58382,1,181
Π#α!,0,367559,1,1495
GYzΘ,0,77894,1,241
ξκγT,0,145080,1,301
ψΩ!W,0,171452,1,589
lΦaP,0,1666135,1,5585
OUSη,0,57263,1,235
3@ι$,0,156427,1,508
βOΠζ,0,57264,1,130
iζΓΛ,0,132028,1,460
Λ!Gπ,0,352928,1,994
wU8M,0,272084,1,961
zpΩP,0,463139,1,1780
LΨ4C,0,627029,1,2299
qVκλ,0,79798,1,353
βATG,0,862425,1,3107
NτΠγ,0,341793,1,1285
bWβΛ,0,416623,1,1537
v9CO,0,540257,1,2038
jzM!,0,231514,1,877
σs0a,0,91446,1,316
ν7πV,0,44635,1,193
$LΦO,0,933582,1,3593
Q#TF,0,157112,1,526
ΨzθX,0,361266,1,1270
