String,Probability Of Repetition,ExecutionTime,Solutions Found,MethodCost
tJuQ,0,5447420,1,332
nΨχp,0,4473797,1,282
Q!6B,0,5985648,1,367
WjβA,0,4567559,1,287
κΨ0U,0,6050811,1,367
N7cζ,0,9450657,1,297
τSbB,0,14836320,1,407
εjψD,0,9607727,1,347
qΩαE,0,8651788,1,312
Xgeμ,0,6830759,1,262
XvΓγ,0,5392774,1,242
IZbη,0,5287627,1,237
ζjnt,0,8320111,1,387
Δfιr,0,7705719,1,392
Φ#Ω5,0,6110792,1,312
m5Vη,0,6696209,1,357
Xφtυ,0,5125397,1,277
Y@As,0,6037177,1,337
F#1m,0,6018611,1,337
γLi#,0,7992003,1,357
gψsζ,0,4717528,1,277
dβφη,0,4027039,1,242
uXT@,0,6685813,1,382
PΘjE,0,5947181,1,312
wGΠ9,0,6974887,1,347
ετ1D,0,6798630,1,367
YλΓΩ,0,4315695,1,237
9OTΠ,0,5120474,1,237
υs2J,0,7485878,1,427
tEaH,0,6629233,1,392
Q@JE,0,6373956,1,372
3tIi,0,4572783,1,277
%@xZ,0,8093143,1,432
y3YK,0,7193969,1,392
JqMI,0,6373633,1,312
2ψMt,0,5075856,1,277
$#IΓ,0,8649778,1,427
30ψC,0,5628523,1,302
u42B,0,6991848,1,412
J%χγ,0,5310102,1,282
ΓT2K,0,7532735,1,427
Δη8Z,0,7742622,1,427
3νJl,0,5233708,1,277
YNCG,0,7954125,1,427
wHfW,0,6684363,1,392
Rh$l,0,3975815,1,242
Λnζα,0,7002697,1,392
υβGb,0,7200773,1,427
ΓtχH,0,6876860,1,407
4lσ#,0,3737787,1,237
V$mh,0,4488000,1,282
ΩXFR,0,7016971,1,427
σ2Hα,0,6975361,1,387
jo3Λ,0,5220932,1,322
r#Qk,0,6831026,1,367
UqC@,0,5361270,1,322
qΔSu,0,5902482,1,337
lbωM,0,6324807,1,347
E2tQ,0,6049463,1,302
χuιl,0,7472448,1,407
m$8O,0,7244905,1,367
dΔr!,0,4344160,1,262
nβPχ,0,5349178,1,322
ΣKχΞ,0,6584907,1,387
φλmk,0,7411398,1,432
ΛjΨg,0,7240217,1,347
MwZλ,0,5202207,1,262
9ζΦU,0,4295559,1,257
peFτ,0,6657518,1,382
#FΦV,0,6585764,1,392
vtAn,0,7258748,1,427
Efζk,0,3891219,1,242
λαgx,0,6946465,1,427
ΨgiΦ,0,6683689,1,387
ψκ6T,0,7669383,1,427
oΩO0,0,8826415,1,372
5RWυ,0,4136368,1,237
qPξλ,0,6163352,1,302
GΛcλ,0,4894467,1,277
αε@π,0,4386763,1,242
BjΘ1,0,5584887,1,287
ΩΛEK,0,7513603,1,427
A8L4,0,5783919,1,347
dcZU,0,7236468,1,432
WΔlξ,0,4498882,1,277
χCIj,0,6317072,1,387
8ζθΦ,0,3788033,1,237
ιbJΠ,0,6209813,1,382
IpLΛ,0,4169349,1,262
sg!T,0,16576610,1,347
iXΠg,0,16108276,1,332
λwKl,0,16088079,1,427
HδΔJ,0,7073493,1,257
μ5us,0,10575431,1,392
I6fπ,0,7346839,1,297
IWXZ,0,5084883,1,237
ζjαμ,0,7875686,1,357
ΣPβH,0,8556330,1,407
@6It,0,8009329,1,387
ΩRλn,0,7508830,1,392
Jν%υ,0,5694051,1,242
7Dσv,0,5823695,1,242
hζ5G,0,11830132,1,367
@3Vj,0,7490049,1,387
βNΔ1,0,6789631,1,347
H@πλ,0,7865227,1,282
gΨCL,0,9615053,1,367
eΛγR,0,5440331,1,312
pjDΦ,0,6517769,1,382
xAbd,0,6601792,1,387
δχyΞ,0,5392815,1,322
dξy5,0,5113070,1,312
μΔ1r,0,5920688,1,367
