String,Probability Of Repetition,ExecutionTime,Solutions Found,MethodCost
kκεy,0,2037200,1,267
θζfv,0,423150,1,327
i7Ωζ,0,422761,1,332
3ωβξ,0,331285,1,257
sBzD,0,354936,1,287
NZS#,0,404674,1,322
BUΩx,0,340463,1,267
iσaχ,0,415123,1,332
ΩYGR,0,372752,1,297
φΔηj,0,375760,1,297
OΣτπ,0,326734,1,257
κdwp,0,385048,1,302
i7Σ6,0,368253,1,292
rz5W,0,409008,1,322
8w0υ,0,351060,1,267
FOmσ,0,366796,1,292
pLξH,0,406292,1,302
aηW1,0,420447,1,322
lOAH,0,397551,1,302
MkΨH,0,390052,1,297
βzLΛ,0,412996,1,322
πRJq,0,368890,1,287
Bλ%Q,0,414390,1,322
γjOκ,0,410174,1,322
6Δc%,0,393154,1,297
!os8,0,384587,1,302
%3Θω,0,375696,1,292
!τθχ,0,386137,1,297
QiGζ,0,385827,1,297
j@ZΞ,0,364885,1,287
JaNR,0,374793,1,287
JΦ%#,0,409206,1,322
!ΩXw,0,368399,1,287
η3Tg,0,389953,1,292
XoδΛ,0,409721,1,322
!δAε,0,384468,1,302
HyνM,0,421002,1,327
DQfZ,0,388028,1,302
ZΘΔC,0,388296,1,292
aYθZ,0,389094,1,302
VξTF,0,417835,1,327
7c$U,0,356508,1,287
υwQd,0,376013,1,292
QkZ%,0,333240,1,257
δRΔx,0,353666,1,267
7!aκ,0,346863,1,262
χ9mI,0,338079,1,267
ΣTlΞ,0,369923,1,287
#μΨ7,0,470267,1,262
ε5oT,0,356686,1,287
Oφ2S,0,405548,1,327
W$yb,0,321441,1,257
3mxn,0,328051,1,257
eλγα,0,327464,1,262
rκy8,0,353337,1,262
εbΘR,0,391746,1,297
5AIF,0,368623,1,287
O%uΦ,0,444080,1,332
ΛsGT,0,405116,1,322
ΩTav,0,355032,1,287
Gfωξ,0,365745,1,292
oΞζW,0,358267,1,292
4χσ!,0,390085,1,322
BπXω,0,347799,1,287
ηωτ5,0,362302,1,292
#%hδ,0,326183,1,262
Tφt9,0,367580,1,297
JLυκ,0,371045,1,287
μζci,0,507779,1,302
Q5VF,0,400831,1,322
BΨFυ,0,365182,1,302
6Nνε,0,393395,1,297
WzEd,0,389378,1,327
j%μτ,0,363344,1,302
GlSΓ,0,360269,1,302
DχjΠ,0,361696,1,302
tNΘ5,0,388348,1,292
ωζZμ,0,334522,1,287
8φBΩ,0,380580,1,322
OΞ%Π,0,324174,1,267
1aσs,0,308558,1,257
XuiV,0,399584,1,292
ναΩn,0,471645,1,297
Bjw0,0,427278,1,327
βOfΦ,0,438005,1,327
0βδI,0,417083,1,297
hμγ!,0,376695,1,292
yσMΞ,0,378604,1,287
i%bp,0,727680,1,327
mcRe,0,559727,1,287
DJ2δ,0,658546,1,297
γVKχ,0,665724,1,292
ΘRo5,0,591462,1,257
ΛγBΨ,0,769225,1,322
Ω%πσ,0,680753,1,262
o0ιΔ,0,595285,1,267
eεVZ,0,400938,1,302
ΩV#M,0,707180,1,302
sξ9@,0,652511,1,292
Bo$r,0,620066,1,322
!6υΘ,0,605554,1,262
υΨζB,0,559351,1,292
Sηwb,0,636580,1,327
ΩK%π,0,674498,1,297
ΔdυD,0,380968,1,287
εξDβ,0,375111,1,302
9αSU,0,400149,1,322
ue6G,0,482929,1,257
@μγt,0,361966,1,292
ΔvdC,0,375973,1,297
τΞ5Δ,0,365307,1,297
fRwt,0,360712,1,297
5b0B,0,372226,1,302
Q1a6,0,334624,1,262
IgqH,0,459800,1,297
kJβ4,0,429140,1,322
RXδz,0,371190,1,297
nN9β,0,374195,1,302
x8Sχ,0,426325,1,332
Πz!η,0,409493,1,327
12HS,0,329770,1,262
0aSδ,0,369103,1,302
F5eΛ,0,364626,1,297
i6d9,0,441679,1,332
wβΓ%,0,363207,1,292
υ%UJ,0,430796,1,332
q!χφ,0,338625,1,267
xΘΔQ,0,357138,1,287
$HTG,0,444452,1,327
oΨIθ,0,444836,1,287
sOoZ,0,372888,1,302
VSη2,0,353930,1,287
OoRω,0,394665,1,322
ΞΘζv,0,312561,1,257
UΨδΘ,0,321205,1,262
q7m@,0,353761,1,287
ΠψσO,0,374832,1,297
ζlΨp,0,404790,1,327
δbBΔ,0,459254,1,267
ΔVgc,0,634862,1,332
lυΛo,0,467762,1,327
1qγΛ,0,310555,1,257
λMvα,0,374553,1,302
νwrT,0,356611,1,292
DNJ!,0,566747,1,257
Nα5b,0,392670,1,322
2r$i,0,330704,1,267
γPMH,0,370268,1,297
x8sk,0,406191,1,332
jzνP,0,410030,1,327
ΦΨga,0,410429,1,332
$χφY,0,320172,1,257
ζ%φw,0,351794,1,287
ZΨ5H,0,610754,1,297
eΔrD,0,387237,1,322
χκrq,0,402627,1,327
HkQε,0,401955,1,327
ΛV6S,0,566607,1,267
σωSw,0,351918,1,287
u6θ0,0,348568,1,292
7ΦΣQ,0,348408,1,287
ζη%W,0,469770,1,322
σξμt,0,651629,1,332
ΦdbΛ,0,386539,1,297
6azλ,0,319584,1,257
$usz,0,333027,1,267
zφQ8,0,645192,1,327
fMφC,0,313192,1,257
χυVh,0,400201,1,297
5GSL,0,337724,1,267
QΞπP,0,322773,1,262
bλΣP,0,552872,1,257
ωξju,0,321448,1,257
2fχΞ,0,354683,1,287
y35v,0,364588,1,292
σMUΘ,0,404734,1,327
ΔePz,0,575010,1,267
Shη!,0,389168,1,322
vgDN,0,372366,1,302
ZeQI,0,363449,1,297
ιfαX,0,328474,1,262
kυoΣ,0,575362,1,297
QNlr,0,313937,1,257
BQUX,0,371865,1,302
5O4e,0,383272,1,322
uγjs,0,590297,1,292
XΨAα,0,540337,1,302
WkτM,0,313388,1,257
BηY5,0,333029,1,257
AΨqλ,0,408971,1,267
qhWβ,0,635955,1,297
ΔγnY,0,373038,1,297
GΞSΩ,0,328904,1,262
χν2N,0,415640,1,332
oITκ,0,630991,1,327
ΦβRY,0,378184,1,297
wfχG,0,326517,1,262
μbYΨ,0,559364,1,262
VMKA,0,541186,1,257
σΨ%f,0,902724,1,287
Hχ8S,0,579138,1,322
un$%,0,582544,1,297
Vbjh,0,617148,1,267
#ηcR,0,546815,1,297
πAβΠ,0,811522,1,262
Eμec,0,568009,1,267
i6Kω,0,657748,1,287
tJuQ,0,867088,1,297
nΨχp,0,662147,1,292
Q!6B,0,840187,1,267
WjβA,0,318048,1,257
κΨ0U,0,385215,1,322
N7cζ,0,514111,1,297
τSbB,0,1034757,1,327
εjψD,0,608740,1,322
qΩαE,0,526006,1,287
Xgeμ,0,523423,1,287
XvΓγ,0,502914,1,267
IZbη,0,991226,1,327
ζjnt,0,745262,1,322
Δfιr,0,372240,1,292
Φ#Ω5,0,388890,1,297
m5Vη,0,773473,1,332
Xφtυ,0,385176,1,302
Y@As,0,363767,1,287
F#1m,0,331521,1,267
γLi#,0,350029,1,287
gψsζ,0,556776,1,267
dβφη,0,363728,1,292
uXT@,0,368766,1,297
PΘjE,0,347074,1,287
wGΠ9,0,317742,1,262
ετ1D,0,601634,1,322
YλΓΩ,0,362230,1,287
9OTΠ,0,372126,1,302
υs2J,0,378541,1,302
tEaH,0,606956,1,267
Q@JE,0,350241,1,287
3tIi,0,336781,1,267
%@xZ,0,329534,1,262
y3YK,0,651481,1,267
JqMI,0,583867,1,297
2ψMt,0,316405,1,257
$#IΓ,0,331321,1,262
30ψC,0,369148,1,302
u42B,0,375136,1,297
J%χγ,0,559793,1,267
ΓT2K,0,383531,1,302
Δη8Z,0,370736,1,302
3νJl,0,319858,1,262
YNCG,0,641247,1,322
wHfW,0,378313,1,297
Rh$l,0,367130,1,297
Λnζα,0,330105,1,267
υβGb,0,399255,1,327
ΓtχH,0,601912,1,292
4lσ#,0,383076,1,322
V$mh,0,331250,1,267
ΩXFR,0,369289,1,297
σ2Hα,0,564253,1,267
jo3Λ,0,424896,1,327
r#Qk,0,336763,1,267
UqC@,0,311460,1,257
qΔSu,0,389285,1,322
lbωM,0,657773,1,332
E2tQ,0,343738,1,267
χuιl,0,366404,1,297
m$8O,0,330196,1,262
dΔr!,0,407008,1,292
nβPχ,0,607905,1,297
ΣKχΞ,0,404340,1,322
φλmk,0,369323,1,297
ΛjΨg,0,386301,1,322
MwZλ,0,356297,1,292
9ζΦU,0,992896,1,287
peFτ,0,382639,1,302
#FΦV,0,320740,1,262
vtAn,0,340733,1,267
Efζk,0,330805,1,267
λαgx,0,378973,1,302
ΨgiΦ,0,461952,1,262
ψκ6T,0,384043,1,322
oΩO0,0,408863,1,287
5RWυ,0,378738,1,302
qPξλ,0,373017,1,302
GΛcλ,0,377062,1,302
αε@π,0,403639,1,332
BjΘ1,0,383473,1,322
ΩΛEK,0,389322,1,302
A8L4,0,352723,1,292
dcZU,0,340809,1,287
WΔlξ,0,358162,1,257
χCIj,0,373411,1,292
8ζθΦ,0,379618,1,302
ιbJΠ,0,329007,1,262
IpLΛ,0,351304,1,287
sg!T,0,375659,1,287
iXΠg,0,357350,1,287
λwKl,0,333053,1,262
HδΔJ,0,338905,1,267
μ5us,0,372744,1,297
I6fπ,0,457238,1,332
IWXZ,0,356920,1,267
ζjαμ,0,346135,1,287
ΣPβH,0,362533,1,292
@6It,0,347789,1,287
ΩRλn,0,439261,1,302
Jν%υ,0,374056,1,297
7Dσv,0,355559,1,292
hζ5G,0,390698,1,322
@3Vj,0,337723,1,267
βNΔ1,0,398247,1,322
H@πλ,0,357497,1,292
gΨCL,0,349069,1,267
eΛγR,0,462366,1,262
pjDΦ,0,364164,1,297
xAbd,0,490306,1,322
δχyΞ,0,356882,1,287
dξy5,0,375354,1,262
μΔ1r,0,365284,1,297
!ξΞφ,0,373446,1,302
NΓ7t,0,513182,1,322
qβW2,0,407946,1,322
b9TΣ,0,416206,1,302
f2Rv,0,331821,1,257
Qφ5μ,0,391441,1,322
HγnΘ,0,621319,1,322
ZqYj,0,414523,1,292
HwUn,0,436760,1,332
TpαΦ,0,392028,1,262
ΓcηN,0,567181,1,292
K1iv,0,372445,1,287
mηY1,0,349933,1,287
$mΘυ,0,376694,1,302
$πnα,0,370272,1,302
iJkx,0,428802,1,332
Y$ζw,0,350785,1,287
ηNVG,0,398810,1,322
Uν0v,0,332817,1,257
dbαμ,0,353937,1,287
jR#Δ,0,436439,1,332
δγy$,0,391049,1,322
0$1E,0,421854,1,322
αiηC,0,414372,1,322
ΦPqL,0,395867,1,297
7NDA,0,372899,1,297
z3γσ,0,361940,1,292
nαT8,0,514986,1,297
jpbμ,0,417948,1,322
βvΨ2,0,443300,1,287
Δ6κu,0,433951,1,287
tbTν,0,557306,1,322
Fαχt,0,371073,1,292
eΨτγ,0,326196,1,262
ζMsΨ,0,480712,1,327
%BOT,0,346105,1,287
kηe2,0,444352,1,322
cΓiR,0,324099,1,257
8UrΘ,0,363909,1,297
ΘνnB,0,364619,1,292
πcmE,0,492499,1,287
Fμηξ,0,368501,1,292
zks7,0,406204,1,322
@!Kd,0,364096,1,287
RηΔa,0,359111,1,292
ηtjα,0,331261,1,267
κqf7,0,403148,1,327
ΛRF4,0,372409,1,297
Λ4EI,0,377748,1,302
Pνζ3,0,379487,1,287
ζgτπ,0,339395,1,262
