String,Probability Of Repetition,ExecutionTime,Solutions Found,MethodCost
ωt%um,0,1870194,1,2742
6αΘηΩ,0,2354658,1,3370
αΩσ5H,0,1983796,1,2898
bloυh,0,1795473,1,2661
ιgfQV,0,2052409,1,3095
kεXG8,0,3253971,1,3176
imυχν,0,2267570,1,2889
tZΔvG,0,2349437,1,3017
ZHUΨ2,0,2819923,1,3373
AγZΨm,0,1981449,1,2736
IMPxΞ,0,2089350,1,3089
P8ΦΨJ,0,1924057,1,2742
bTωBλ,0,1606338,1,2380
TCw%N,0,1788764,1,2661
Amwνn,0,1946193,1,2939
gKακξ,0,1990666,1,3014
gσνδH,0,1793405,1,2661
sεζr2,0,2131265,1,3170
8Σysu,0,2146404,1,3170
5βn4υ,0,1981790,1,3023
TυΣβR,0,2067097,1,3014
jsv#Z,0,1980162,1,2942
UαPQL,0,1950789,1,3020
z@2χμ,0,2043925,1,3089
νΔlΨξ,0,2166989,1,3014
βf7AΦ,0,2252973,1,2817
χεwκβ,0,2113453,1,2942
@mζKQ,0,2013778,1,2652
ΓOν9χ,0,3397953,1,3379
b2τB5,0,1944260,1,2458
!OGA#,0,2330979,1,3370
θhΩξB,0,2076426,1,3020
gΨwYH,0,1850276,1,2661
ΨYIφW,0,2048181,1,2808
WYw@j,0,2094774,1,2942
Iδυ!M,0,2254490,1,3176
tVaRl,0,1739984,1,2461
BψΣt8,0,1901707,1,2739
8Jvφb,0,2317318,1,3373
miuχΨ,0,2307772,1,3373
κnwΩν,0,2230053,1,3373
fΓΞψα,0,1972641,1,2942
#9τLD,0,2081566,1,3170
κLπoe,0,1987300,1,2889
Hκoλg,0,1938750,1,2889
dgΛπl,0,1594663,1,2377
mυ@ων,0,2319053,1,3451
EψeΓΛ,0,1794595,1,2658
DApPξ,0,1841494,1,2733
sΠdSz,0,1990688,1,2942
o2kMF,0,2799790,1,2892
Cr7#Ξ,0,5376770,1,3451
0νlMY,0,3952449,1,2461
Ψπλi0,0,4548275,1,3089
ΩδπhΔ,0,3570408,1,2374
lξZ2c,0,4501903,1,3176
jφ%μV,0,4757048,1,3454
vZUzn,0,3911455,1,2936
7mrχV,0,3942340,1,3089
φΔlL%,0,4060414,1,3170
ΘγΩμ8,0,4659343,1,3020
NDθmπ,0,3402892,1,2380
ξQd#S,0,4474573,1,3023
ωAo42,0,3960346,1,2889
πψYgW,0,3848082,1,3173
ζzhRΩ,0,3885037,1,3170
